state_code,state_name_english,state_name_local,state_census2011_code,district_code,district_name_english,district_name_local,district_census2011_code,subdistrict_code,subdistrict_name_english,subdistrict_name_local,subdistrict_census2011_code,last_updated
10,Bihar,"BIHAR                                             ",10,209,Nalanda,नालंदा,229,1383,Bind,बिन्द,01383,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,142,Fatehpur,"FATEHPUR                                          ",172,877,Bindki,,00877,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,703,Jhargram,Jhargram,000,2442,"Binpur - I",,02442,2024-10-07
21,Odisha,ODISHA,21,373,Sundargarh,"SUNDARGARH                                        ",374,2816,Biramitrapur,,02816,2024-10-07
21,Odisha,ODISHA,21,355,Jagatsinghapur,"JAGATSINGHAPUR                                    ",380,2941,Biridi,,02941,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,392,Balaghat,बालाघाट,457,7033,Birsa,बिरसा,00000,2024-10-07
20,Jharkhand,झारखंड,20,338,Palamu,पलामू,358,2624,Bishrampur,,02624,2024-10-07
20,Jharkhand,झारखंड,20,328,Garhwa,गढ़वा,346,2502,Bishunpura,बिशुनपुरा,02502,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,106,Jhunjhunu,"JHUNJHUNU                                         ",103,7218,Bissau,बिसाऊ,00000,2024-10-07
31,Lakshadweep,"LAKSHADWEEP                                       ",31,553,"Lakshadweep District","LAKSHADWEEP DISTRICT                              ",587,5621,Bitra,,05621,2024-10-07
36,Telangana,తెలంగాణ,00,501,Adilabad,ఆదిలాబాద్,532,4324,Boath,బోథ్,04324,2024-10-07
10,Bihar,"BIHAR                                             ",10,196,Gaya,गया,236,1505,"Bodh Gaya",बोधगया,01505,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,515,"Sri Potti Sriramulu Nellore","శ్రీ పొట్టి శ్రీరాములు నెల్లూరు",550,5159,Bogole,,05159,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,679,Siang,,000,1643,"Boleng Adc",,01643,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,242,"West Kameng","WEST KAMENG                                       ",246,6568,"Bomdila Hq","Bomdila HQ",00000,2024-10-07
21,Odisha,ODISHA,21,373,Sundargarh,"SUNDARGARH                                        ",374,2819,Bondamunda,,02819,2024-10-07
18,Assam,"ASSAM                                             ",18,281,Bongaigaon,"BONGAIGAON                                        ",319,2110,"Bongaigaon (Pt)",,02110,2024-10-07
12,"Arunachal Pradesh","ARUNACHAL PRADESH                                 ",12,229,Changlang,"CHANGLANG                                         ",253,1683,"Bordumsa Adc","Bordumsa ADC",01683,2024-10-07
21,Odisha,ODISHA,21,363,Koraput,"KORAPUT                                           ",398,3200,Boriguma,,03200,2024-10-07
14,Manipur,"MANIPUR                                           ",14,713,Jiribam,,000,6490,Borobekra,,00000,2024-10-07
24,Gujarat,"GUJARAT                                           ",24,676,Botad,BOTAD,000,3850,Botad,,03850,2024-10-07
21,Odisha,ODISHA,21,373,Sundargarh,"SUNDARGARH                                        ",374,2820,"Brahmani Tarang",,02820,2024-10-07
21,Odisha,ODISHA,21,354,Ganjam,"GANJAM                                            ",388,3099,"Brahmapur (M.Corp.)",,03099,2024-10-07
21,Odisha,ODISHA,21,357,Jharsuguda,"JHARSUGUDA                                        ",371,2775,Brajarajnagar,,02775,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,427,Sehore,सीहोर,445,3588,Budni,बुदनी,03588,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,94,Bundi,"BUNDI                                             ",121,626,Bundi,,00626,2024-10-07
15,Mizoram,"MIZORAM                                           ",15,265,Lunglei,"LUNGLEI                                           ",286,1912,Bunghmun,Bunghmun,01912,2024-10-07
15,Mizoram,"MIZORAM                                           ",15,264,Lawngtlai,"LAWNGTLAI                                         ",287,1918,"Bungtlang S","Bungtlang S",01918,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,397,Burhanpur,बुरहानपुर,467,6972,"Burhanpur Nagar","बुरहानपुर नगर ",00000,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,319,Murshidabad,"MURSHIDABAD                                       ",333,2248,Burwan,,02248,2024-10-07
35,"Andaman And Nicobar Islands","ANDAMAN AND NICOBAR ISLANDS                       ",35,603,Nicobars,"NICOBARS                                          ",638,5916,"Car Nicobar",,05916,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,530,Vijayapura,ವಿಜಯಾಪುರ,557,7070,Chadachan,,00000,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,505,"East Godavari","EAST GODAVARI                                     ",545,4959,Chagallu,,04959,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,158,Kaushambi,"KAUSHAMBI                                         ",174,887,Chail,,00887,2024-10-07
21,Odisha,ODISHA,21,359,Kandhamal,"KANDHAMAL                                         ",390,3116,Chakapada,,03116,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,135,Chandauli,"CHANDAULI                                         ",196,994,Chakia,,00994,2024-10-07
10,Bihar,"BIHAR                                             ",10,213,"Purbi Champaran","पूर्वी चंपारण",204,1051,Chakia(Pipra),चकिया,01051,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,783,"Jaipur (Gramin)","जयपुर (ग्रामीण)",NA,550,Chaksu,,00550,2024-10-07
27,Maharashtra,महाराष्ट्र,27,481,Latur,लातूर,524,4230,Chakur,चाकूर,04230,2024-10-07
32,Kerala,"KERALA                                            ",32,566,Thrissur,തൃശ്ശൂര്‍,594,5939,Chalakkudy,ചാലക്കുടി,00000,2024-10-07
14,Manipur,"MANIPUR                                           ",14,712,Kangpokpi,,000,6489,Champhai,,00000,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,316,Malda,MALDA,332,2210,"Chanchal - I",,02210,2024-10-07
21,Odisha,ODISHA,21,369,Puri,"PURI                                              ",387,3065,Chandanpur,,03065,2024-10-07
10,Bihar,"BIHAR                                             ",10,209,Nalanda,नालंदा,229,1381,Chandi,चण्डी,01381,2024-10-07
20,Jharkhand,झारखंड,20,341,"Saraikela Kharsawan","सरायकेला खरसावां",369,2748,Chandil,,02748,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,312,Hooghly,"HOOGHLY                                           ",338,2351,"Chanditala - I",,02351,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,312,Hooghly,"HOOGHLY                                           ",338,2352,"Chanditala - II",,02352,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,649,Balrampur-Ramanujganj,बलरामपुर-रामानुजगंज,000,7254,Chando,CHANDO,00000,2024-10-07
9,"Uttar Pradesh","UTTAR PRADESH                                     ",09,132,Bijnor,"BIJNOR                                            ",134,716,Chandpur,,00716,2024-10-07
27,Maharashtra,महाराष्ट्र,27,468,Amravati,अमरावती,503,4013,"Chandur Railway","चांदूर रेल्वे",04013,2024-10-07
20,Jharkhand,झारखंड,20,335,Latehar,लातेहार,359,2643,Chandwa,चंदवा,02643,2024-10-07
20,Jharkhand,झारखंड,20,334,Koderma,कोडरमा,348,2530,Chandwara,चंदवारा,02530,2024-10-07
20,Jharkhand,झारखंड,20,339,Ranchi,रांची,364,2694,Chanho,,02694,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,535,Davangere,ದಾವಣಗೆರೆ,567,5514,Channagiri,ಚನ್ನಗಿರಿ,05514,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29,539,Hassan,ಹಾಸನ,574,5560,Channarayapatna,ಚನ್ನರಾಯಪಟ್ಟಣ,05560,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,504,Y.S.R.,,551,5213,Chapad,,05213,2024-10-07
10,Bihar,"BIHAR                                             ",10,218,Saran,सारण,219,1258,Chapra,,01258,2024-10-07
21,Odisha,ODISHA,21,371,Sambalpur,"SAMBALPUR                                         ",372,2796,Charamal,,02796,2024-10-07
10,Bihar,"BIHAR                                             ",10,193,Bhojpur,भोजपुर,231,1430,Charpokhari,चरपोखरी,01430,2024-10-07
20,Jharkhand,झारखंड,20,322,Bokaro,बोकारो,355,2595,Chas,,02595,2024-10-07
2,"Himachal Pradesh","HIMACHAL PRADESH                                  ",02,23,Shimla,"SHIMLA                                            ",033,185,Chaupal,,00185,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,109,Kota,"KOTA                                              ",127,7375,Chechat,चेचट,00000,2024-10-07
13,Nagaland,"NAGALAND                                          ",13,247,Mon,"MON                                               ",261,1753,Chen,,01753,2024-10-07
32,Kerala,"KERALA                                            ",32,554,Alappuzha,ആലപ്പുഴ,598,5677,Chengannur,ചെങ്ങന്നൂര്‍,05677,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,754,"Sri Sathya Sai","Sri Sathya Sai",000,5347,Chennekothapalli,చెన్నేకొత్తపల్లి,05347,2024-10-07
36,Telangana,తెలంగాణ,00,692,Siddipet,సిద్దిపేట,000,4672,Cherial,చేర్యాల,04672,2024-10-07
36,Telangana,తెలంగాణ,00,518,"Ranga Reddy","రంగా రెడ్డి",537,4529,Chevella,చేవెళ్ళ,04529,2024-10-07
33,"Tamil Nadu","TAMIL NADU                                        ",33,730,Chengalpattu,செங்கல்பட்டு,000,5711,Cheyyur,,05711,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,428,Seoni,सिवनी,456,3660,Chhapara,छपारा,03660,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,398,Chhatarpur,छ्तरपुर,425,3429,Chhatarpur,छतरपुर,03429,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,398,Chhatarpur,छ्तरपुर,425,7006,"Chhatarpur Nagar","छतरपुर नगर",00000,2024-10-07
19,"West Bengal","WEST BENGAL                                       ",19,305,Bankura,"BANKURA                                           ",339,2359,Chhatna,,02359,2024-10-07
21,Odisha,ODISHA,21,354,Ganjam,"GANJAM                                            ",388,3085,Chhatrapur,,03085,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22,642,Sukma,सुकमा,000,3374,Chhindgarh,,03374,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,399,Chhindwara,छिन्दवाड़ा,455,7020,"Chhindwara Nagar","छिंदवाडा नगर",00000,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,99,Dungarpur,"DUNGARPUR                                         ",124,6059,Chikhali,Chikhali,00000,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,4,Doda,"DODA                                              ",016,6754,"Chilly Pingal","Chilly Pingal",00000,2024-10-07
36,Telangana,తెలంగాణ,00,689,Jangoan,జనగాం,000,6259,Chilpur,చిల్పూర్,00000,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,750,Bapatla,Bapatla,000,5125,Chinaganjam,,05125,2024-10-07
13,Nagaland,"NAGALAND                                          ",13,249,Tuensang,"TUENSANG                                          ",267,1822,Chingmei,,01822,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,752,Tirupati,Tirupati,000,5385,Chinnagottigallu,,05385,2024-10-07
36,Telangana,తెలంగాణ,00,692,Siddipet,సిద్దిపేట,000,4460,Chinnakodur,చిన్నకోడూర్,04460,2024-10-07
36,Telangana,తెలంగాణ,00,693,Wanaparthy,వనపర్తి,000,6287,Chinnambavi,చిన్నంబావి,00000,2024-10-07
36,Telangana,తెలంగాణ,00,699,"Kumuram Bheem Asifabad","కుమురం భీమ్ ఆసిఫాబాద్",000,6314,Chintalamanepally,"చింతాల మానెపల్లి",00000,2024-10-07
36,Telangana,తెలంగాణ,00,509,Khammam,ఖమ్మం,541,4760,Chinthakani,చింతకాని,04760,2024-10-07
28,"Andhra Pradesh","ANDHRA PRADESH                                    ",28,504,Y.S.R.,,551,5231,Chinthakommadinne,,05231,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,106,Jhunjhunu,"JHUNJHUNU                                         ",103,488,Chirawa,,00488,2024-10-07
8,Rajasthan,"RAJASTHAN                                         ",08,779,Sanchore,सांचौर,NA,6046,Chitalwana,,00000,2024-10-07
20,Jharkhand,झारखंड,20,607,Ramgarh,रामगढ़,361,2664,Chitarpur,,02664,2024-10-07
1,"Jammu And Kashmir","JAMMU AND KASHMIR",01,625,Shopian,"SHOPIAN                                           ",013,6799,Chitragam,Chitragam,00000,2024-10-07
23,"Madhya Pradesh","MADHYA PRADESH                                    ",23,638,Singrauli,सिंगरौली,463,3703,Chitrangi,चित्रांगी,03703,2024-10-07
